"con_number","consumer_sp","res_number","resource_sp","certainty"
"107","sidneyia inexpectans","143","fieldia lanceolata","2"
"107","sidneyia inexpectans","146","selkirkia columbia","2"
"107","sidneyia inexpectans","147","eldonia ludwigi","2"
"107","sidneyia inexpectans","148","echmatocrinus brachiatus","2"
"107","sidneyia inexpectans","149","gogia radiata","2"
"107","sidneyia inexpectans","150","walcottidiscus magister","2"
"107","sidneyia inexpectans","151","walcottidiscus typicalis","2"
"111","tuzoia burgessensis","65","haplophrentis carinatus","1"
"111","tuzoia burgessensis","66","scenella amii","1"
"111","tuzoia burgessensis","67","burgessochaeta setigera","1"
"111","tuzoia burgessensis","68","canadia spinosa","1"
"111","tuzoia burgessensis","70","peronochaeta dubia","1"
"111","tuzoia burgessensis","71","stephanoscolex argutus","1"
"111","tuzoia burgessensis","83","aluta? sp.","1"
"111","tuzoia burgessensis","142","ancalagon minor","1"
"111","tuzoia burgessensis","143","fieldia lanceolata","1"
"111","tuzoia burgessensis","146","selkirkia columbia","1"
"111","tuzoia burgessensis","153","""ottoia"" tenuis","1"
"111","tuzoia burgessensis","162","oesia disjuncta","1"
"111","tuzoia burgessensis","166","portalia mira","1"
"112","tuzoia canadensis","65","haplophrentis carinatus","1"
"112","tuzoia canadensis","66","scenella amii","1"
"112","tuzoia canadensis","67","burgessochaeta setigera","1"
"112","tuzoia canadensis","68","canadia spinosa","1"
"112","tuzoia canadensis","70","peronochaeta dubia","1"
"112","tuzoia canadensis","71","stephanoscolex argutus","1"
"112","tuzoia canadensis","83","aluta? sp.","1"
"112","tuzoia canadensis","142","ancalagon minor","1"
"112","tuzoia canadensis","143","fieldia lanceolata","1"
"112","tuzoia canadensis","146","selkirkia columbia","1"
"112","tuzoia canadensis","153","""ottoia"" tenuis","1"
"112","tuzoia canadensis","162","oesia disjuncta","1"
"112","tuzoia canadensis","166","portalia mira","1"
"113","tuzoia? parva","65","haplophrentis carinatus","1"
"113","tuzoia? parva","66","scenella amii","1"
"113","tuzoia? parva","67","burgessochaeta setigera","1"
"113","tuzoia? parva","68","canadia spinosa","1"
"113","tuzoia? parva","70","peronochaeta dubia","1"
"113","tuzoia? parva","71","stephanoscolex argutus","1"
"113","tuzoia? parva","83","aluta? sp.","1"
"113","tuzoia? parva","142","ancalagon minor","1"
"113","tuzoia? parva","143","fieldia lanceolata","1"
"113","tuzoia? parva","146","selkirkia columbia","1"
"113","tuzoia? parva","153","""ottoia"" tenuis","1"
"113","tuzoia? parva","162","oesia disjuncta","1"
"113","tuzoia? parva","166","portalia mira","1"
"114","tuzoia praemorsa","65","haplophrentis carinatus","1"
"114","tuzoia praemorsa","66","scenella amii","1"
"114","tuzoia praemorsa","67","burgessochaeta setigera","1"
"114","tuzoia praemorsa","68","canadia spinosa","1"
"114","tuzoia praemorsa","70","peronochaeta dubia","1"
"114","tuzoia praemorsa","71","stephanoscolex argutus","1"
"114","tuzoia praemorsa","83","aluta? sp.","1"
"114","tuzoia praemorsa","142","ancalagon minor","1"
"114","tuzoia praemorsa","143","fieldia lanceolata","1"
"114","tuzoia praemorsa","146","selkirkia columbia","1"
"114","tuzoia praemorsa","153","""ottoia"" tenuis","1"
"114","tuzoia praemorsa","162","oesia disjuncta","1"
"114","tuzoia praemorsa","166","portalia mira","1"
"115","tuzoia retifera","65","haplophrentis carinatus","1"
"115","tuzoia retifera","66","scenella amii","1"
"115","tuzoia retifera","67","burgessochaeta setigera","1"
"115","tuzoia retifera","68","canadia spinosa","1"
"115","tuzoia retifera","70","peronochaeta dubia","1"
"115","tuzoia retifera","71","stephanoscolex argutus","1"
"115","tuzoia retifera","83","aluta? sp.","1"
"115","tuzoia retifera","142","ancalagon minor","1"
"115","tuzoia retifera","143","fieldia lanceolata","1"
"115","tuzoia retifera","146","selkirkia columbia","1"
"115","tuzoia retifera","153","""ottoia"" tenuis","1"
"115","tuzoia retifera","162","oesia disjuncta","1"
"115","tuzoia retifera","166","portalia mira","1"
"116","waptia fieldensis","65","haplophrentis carinatus","1"
"116","waptia fieldensis","66","scenella amii","1"
"116","waptia fieldensis","67","burgessochaeta setigera","1"
"116","waptia fieldensis","68","canadia spinosa","1"
"116","waptia fieldensis","70","peronochaeta dubia","1"
"116","waptia fieldensis","71","stephanoscolex argutus","1"
"116","waptia fieldensis","83","aluta? sp.","1"
"116","waptia fieldensis","142","ancalagon minor","1"
"116","waptia fieldensis","143","fieldia lanceolata","1"
"116","waptia fieldensis","146","selkirkia columbia","1"
"116","waptia fieldensis","153","""ottoia"" tenuis","1"
"116","waptia fieldensis","162","oesia disjuncta","1"
"116","waptia fieldensis","166","portalia mira","1"
"117","yohoia tenuis","65","haplophrentis carinatus","2"
"117","yohoia tenuis","66","scenella amii","2"
"117","yohoia tenuis","67","burgessochaeta setigera","2"
"117","yohoia tenuis","68","canadia spinosa","2"
"117","yohoia tenuis","70","peronochaeta dubia","2"
"117","yohoia tenuis","71","stephanoscolex argutus","2"
"117","yohoia tenuis","83","aluta? sp.","2"
"117","yohoia tenuis","142","ancalagon minor","2"
"117","yohoia tenuis","143","fieldia lanceolata","2"
"117","yohoia tenuis","146","selkirkia columbia","2"
"117","yohoia tenuis","153","""ottoia"" tenuis","2"
"117","yohoia tenuis","162","oesia disjuncta","2"
"117","yohoia tenuis","166","portalia mira","2"
"118","chancia palliseri","4","detritus","1"
"119","ehmaniella burgessensis","4","detritus","1"
"120","ehmaniella waptaensis","4","detritus","1"
"121","elrathia permulta","4","detritus","1"
"122","elrathina brevifrons","4","detritus","1"
"123","elrathina crodillerae","4","detritus","1"
"126","olenoides serratus","67","burgessochaeta setigera","2"
"126","olenoides serratus","68","canadia spinosa","2"
"126","olenoides serratus","70","peronochaeta dubia","2"
"126","olenoides serratus","71","stephanoscolex argutus","2"
"126","olenoides serratus","79","aysheaia pedunculata","2"
"126","olenoides serratus","80","hallucigenia sparsa","2"
"126","olenoides serratus","83","aluta? sp.","2"
"126","olenoides serratus","98","molaria spinifera","2"
"126","olenoides serratus","143","fieldia lanceolata","2"
"126","olenoides serratus","144","louisella pedunculata","2"
"126","olenoides serratus","145","ottoia prolifica","2"
"126","olenoides serratus","146","selkirkia columbia","2"
"126","olenoides serratus","162","oesia disjuncta","2"
"126","olenoides serratus","166","portalia mira","2"
"127","oryctocephalus burgessensis","67","burgessochaeta setigera","1"
"127","oryctocephalus burgessensis","68","canadia spinosa","1"
"127","oryctocephalus burgessensis","70","peronochaeta dubia","1"
"127","oryctocephalus burgessensis","71","stephanoscolex argutus","1"
"127","oryctocephalus burgessensis","79","aysheaia pedunculata","1"
"127","oryctocephalus burgessensis","80","hallucigenia sparsa","1"
"127","oryctocephalus burgessensis","83","aluta? sp.","1"
"127","oryctocephalus burgessensis","98","molaria spinifera","1"
"127","oryctocephalus burgessensis","143","fieldia lanceolata","1"
"127","oryctocephalus burgessensis","144","louisella pedunculata","1"
"127","oryctocephalus burgessensis","145","ottoia prolifica","1"
"127","oryctocephalus burgessensis","146","selkirkia columbia","1"
"127","oryctocephalus burgessensis","162","oesia disjuncta","1"
"127","oryctocephalus burgessensis","166","portalia mira","1"
"128","oryctocephalus matthewi","67","burgessochaeta setigera","1"
"128","oryctocephalus matthewi","68","canadia spinosa","1"
"128","oryctocephalus matthewi","70","peronochaeta dubia","1"
"128","oryctocephalus matthewi","71","stephanoscolex argutus","1"
"128","oryctocephalus matthewi","79","aysheaia pedunculata","1"
"128","oryctocephalus matthewi","80","hallucigenia sparsa","1"
"128","oryctocephalus matthewi","83","aluta? sp.","1"
"128","oryctocephalus matthewi","98","molaria spinifera","1"
"128","oryctocephalus matthewi","143","fieldia lanceolata","1"
"128","oryctocephalus matthewi","144","louisella pedunculata","1"
"128","oryctocephalus matthewi","145","ottoia prolifica","1"
"128","oryctocephalus matthewi","146","selkirkia columbia","1"
"128","oryctocephalus matthewi","162","oesia disjuncta","1"
"128","oryctocephalus matthewi","166","portalia mira","1"
"129","oryctoecphalus reynoldsi","67","burgessochaeta setigera","1"
"129","oryctoecphalus reynoldsi","68","canadia spinosa","1"
"129","oryctoecphalus reynoldsi","70","peronochaeta dubia","1"
"129","oryctoecphalus reynoldsi","71","stephanoscolex argutus","1"
"129","oryctoecphalus reynoldsi","79","aysheaia pedunculata","1"
"129","oryctoecphalus reynoldsi","80","hallucigenia sparsa","1"
"129","oryctoecphalus reynoldsi","83","aluta? sp.","1"
"129","oryctoecphalus reynoldsi","98","molaria spinifera","1"
"129","oryctoecphalus reynoldsi","143","fieldia lanceolata","1"
"129","oryctoecphalus reynoldsi","144","louisella pedunculata","1"
"129","oryctoecphalus reynoldsi","145","ottoia prolifica","1"
"129","oryctoecphalus reynoldsi","146","selkirkia columbia","1"
"129","oryctoecphalus reynoldsi","162","oesia disjuncta","1"
"129","oryctoecphalus reynoldsi","166","portalia mira","1"
"130","pagetia bootes","1","phytoplankton","2"
"130","pagetia bootes","3","suspended organic matter","2"
"130","pagetia bootes","25","zooplankton","2"
"131","parkaspis decamera","68","canadia spinosa","1"
"131","parkaspis decamera","70","peronochaeta dubia","1"
"131","parkaspis decamera","71","stephanoscolex argutus","1"
"131","parkaspis decamera","79","aysheaia pedunculata","1"
"131","parkaspis decamera","80","hallucigenia sparsa","1"
"131","parkaspis decamera","83","aluta? sp.","1"
"131","parkaspis decamera","98","molaria spinifera","1"
"131","parkaspis decamera","143","fieldia lanceolata","1"
"131","parkaspis decamera","144","louisella pedunculata","1"
"131","parkaspis decamera","145","ottoia prolifica","1"
"131","parkaspis decamera","146","selkirkia columbia","1"
"131","parkaspis decamera","162","oesia disjuncta","1"
"131","parkaspis decamera","166","portalia mira","1"
"132","peronopsis montis","1","phytoplankton","2"
"132","peronopsis montis","3","suspended organic matter","2"
"132","peronopsis montis","25","zooplankton","2"
"133","ptychagnostus praecurrens","1","phytoplankton","2"
"133","ptychagnostus praecurrens","3","suspended organic matter","2"
"133","ptychagnostus praecurrens","25","zooplankton","2"
"135","anomalocaris canadensis","85","burgessia bella","2"
"135","anomalocaris canadensis","86","canadaspis ovalis","2"
"135","anomalocaris canadensis","87","canadaspis perfecta","2"
"135","anomalocaris canadensis","89","emeraldella bocki","2"
"135","anomalocaris canadensis","90","habelia brevicauda","2"
"135","anomalocaris canadensis","91","habelia optata","2"
"135","anomalocaris canadensis","92","helmetia expansa","2"
"135","anomalocaris canadensis","96","leanchoilia superlata","2"
"135","anomalocaris canadensis","98","molaria spinifera","2"
"135","anomalocaris canadensis","100","naraoia compacta","2"
"135","anomalocaris canadensis","101","odaraia alata","2"
"135","anomalocaris canadensis","102","perspicaris dictynna","2"
"135","anomalocaris canadensis","103","perspicaris recondita","2"
"135","anomalocaris canadensis","105","sanctacaris uncata","2"
"135","anomalocaris canadensis","107","sidneyia inexpectans","2"
"135","anomalocaris canadensis","111","tuzoia burgessensis","2"
"135","anomalocaris canadensis","112","tuzoia canadensis","2"
"135","anomalocaris canadensis","113","tuzoia? parva","2"
"135","anomalocaris canadensis","114","tuzoia praemorsa","2"
"135","anomalocaris canadensis","115","tuzoia retifera","2"
"135","anomalocaris canadensis","116","waptia fieldensis","2"
"135","anomalocaris canadensis","117","yohoia tenuis","2"
"135","anomalocaris canadensis","118","chancia palliseri","2"
"135","anomalocaris canadensis","119","ehmaniella burgessensis","2"
"135","anomalocaris canadensis","120","ehmaniella waptaensis","2"
"135","anomalocaris canadensis","121","elrathia permulta","2"
"135","anomalocaris canadensis","122","elrathina brevifrons","2"
"135","anomalocaris canadensis","123","elrathina crodillerae","2"
"135","anomalocaris canadensis","126","olenoides serratus","2"
"135","anomalocaris canadensis","127","oryctocephalus burgessensis","2"
"135","anomalocaris canadensis","128","oryctocephalus matthewi","2"
"135","anomalocaris canadensis","129","oryctoecphalus reynoldsi","2"
"135","anomalocaris canadensis","130","pagetia bootes","2"
"135","anomalocaris canadensis","131","parkaspis decamera","2"
"135","anomalocaris canadensis","132","peronopsis montis","2"
"135","anomalocaris canadensis","133","ptychagnostus praecurrens","2"
"135","anomalocaris canadensis","138","hurdia dentata","2"
"135","anomalocaris canadensis","139","hurdia triangulata","2"
"135","anomalocaris canadensis","140","hurdia vicroria","2"
"136","laggania nathorsti","85","burgessia bella","2"
"136","laggania nathorsti","86","canadaspis ovalis","2"
"136","laggania nathorsti","87","canadaspis perfecta","2"
"136","laggania nathorsti","89","emeraldella bocki","2"
"136","laggania nathorsti","90","habelia brevicauda","2"
"136","laggania nathorsti","91","habelia optata","2"
"136","laggania nathorsti","92","helmetia expansa","2"
"136","laggania nathorsti","96","leanchoilia superlata","2"
"136","laggania nathorsti","98","molaria spinifera","2"
"136","laggania nathorsti","100","naraoia compacta","2"
"136","laggania nathorsti","101","odaraia alata","2"
"136","laggania nathorsti","102","perspicaris dictynna","2"
"136","laggania nathorsti","103","perspicaris recondita","2"
"136","laggania nathorsti","105","sanctacaris uncata","2"
"136","laggania nathorsti","107","sidneyia inexpectans","2"
"136","laggania nathorsti","111","tuzoia burgessensis","2"
"136","laggania nathorsti","112","tuzoia canadensis","2"
"136","laggania nathorsti","113","tuzoia? parva","2"
"136","laggania nathorsti","114","tuzoia praemorsa","2"
"136","laggania nathorsti","115","tuzoia retifera","2"
"136","laggania nathorsti","116","waptia fieldensis","2"
"136","laggania nathorsti","117","yohoia tenuis","2"
"136","laggania nathorsti","118","chancia palliseri","2"
"136","laggania nathorsti","119","ehmaniella burgessensis","2"
"136","laggania nathorsti","120","ehmaniella waptaensis","2"
"136","laggania nathorsti","121","elrathia permulta","2"
"136","laggania nathorsti","122","elrathina brevifrons","2"
"136","laggania nathorsti","123","elrathina crodillerae","2"
"136","laggania nathorsti","126","olenoides serratus","2"
"136","laggania nathorsti","127","oryctocephalus burgessensis","2"
"136","laggania nathorsti","128","oryctocephalus matthewi","2"
"136","laggania nathorsti","129","oryctoecphalus reynoldsi","2"
"136","laggania nathorsti","130","pagetia bootes","2"
"136","laggania nathorsti","131","parkaspis decamera","2"
"136","laggania nathorsti","132","peronopsis montis","2"
"136","laggania nathorsti","133","ptychagnostus praecurrens","2"
"136","laggania nathorsti","138","hurdia dentata","2"
"136","laggania nathorsti","139","hurdia triangulata","2"
"136","laggania nathorsti","140","hurdia vicroria","2"
"138","hurdia dentata","25","zooplankton","1"
"138","hurdia dentata","85","burgessia bella","2"
"138","hurdia dentata","86","canadaspis ovalis","2"
"138","hurdia dentata","87","canadaspis perfecta","2"
"138","hurdia dentata","97","marella splendens","2"
"138","hurdia dentata","100","naraoia compacta","2"
"138","hurdia dentata","116","waptia fieldensis","2"
"138","hurdia dentata","117","yohoia tenuis","2"
"138","hurdia dentata","118","chancia palliseri","2"
"138","hurdia dentata","127","oryctocephalus burgessensis","2"
"138","hurdia dentata","128","oryctocephalus matthewi","2"
"138","hurdia dentata","129","oryctoecphalus reynoldsi","2"
"139","hurdia triangulata","25","zooplankton","1"
"139","hurdia triangulata","85","burgessia bella","2"
"139","hurdia triangulata","86","canadaspis ovalis","2"
"139","hurdia triangulata","87","canadaspis perfecta","2"
"139","hurdia triangulata","97","marella splendens","2"
"139","hurdia triangulata","100","naraoia compacta","2"
"139","hurdia triangulata","116","waptia fieldensis","2"
"139","hurdia triangulata","117","yohoia tenuis","2"
"139","hurdia triangulata","118","chancia palliseri","2"
"139","hurdia triangulata","127","oryctocephalus burgessensis","2"
"139","hurdia triangulata","128","oryctocephalus matthewi","2"
"139","hurdia triangulata","129","oryctoecphalus reynoldsi","2"
"140","hurdia vicroria","25","zooplankton","1"
"140","hurdia vicroria","85","burgessia bella","2"
"140","hurdia vicroria","86","canadaspis ovalis","2"
"140","hurdia vicroria","87","canadaspis perfecta","2"
"140","hurdia vicroria","97","marella splendens","2"
"140","hurdia vicroria","100","naraoia compacta","2"
"140","hurdia vicroria","116","waptia fieldensis","2"
"140","hurdia vicroria","117","yohoia tenuis","2"
"140","hurdia vicroria","118","chancia palliseri","2"
"140","hurdia vicroria","127","oryctocephalus burgessensis","2"
"140","hurdia vicroria","128","oryctocephalus matthewi","2"
"140","hurdia vicroria","129","oryctoecphalus reynoldsi","2"
"141","opabinia regalis","65","haplophrentis carinatus","2"
"141","opabinia regalis","67","burgessochaeta setigera","2"
"141","opabinia regalis","68","canadia spinosa","2"
"141","opabinia regalis","70","peronochaeta dubia","2"
"141","opabinia regalis","71","stephanoscolex argutus","2"
"141","opabinia regalis","83","aluta? sp.","2"
"141","opabinia regalis","142","ancalagon minor","2"
"141","opabinia regalis","143","fieldia lanceolata","2"
"141","opabinia regalis","144","louisella pedunculata","2"
"141","opabinia regalis","145","ottoia prolifica","2"
"141","opabinia regalis","146","selkirkia columbia","2"
"141","opabinia regalis","153","""ottoia"" tenuis","2"
"141","opabinia regalis","162","oesia disjuncta","2"
"141","opabinia regalis","166","portalia mira","2"
"142","ancalagon minor","65","haplophrentis carinatus","2"
"142","ancalagon minor","66","scenella amii","2"
"142","ancalagon minor","67","burgessochaeta setigera","2"
"142","ancalagon minor","68","canadia spinosa","2"
"142","ancalagon minor","70","peronochaeta dubia","2"
"142","ancalagon minor","71","stephanoscolex argutus","2"
"142","ancalagon minor","83","aluta? sp.","1"
"142","ancalagon minor","142","ancalagon minor","2"
"142","ancalagon minor","143","fieldia lanceolata","2"
"142","ancalagon minor","146","selkirkia columbia","2"
"142","ancalagon minor","153","""ottoia"" tenuis","1"
"142","ancalagon minor","162","oesia disjuncta","1"
"142","ancalagon minor","166","portalia mira","1"
"143","fieldia lanceolata","3","suspended organic matter","1"
"144","louisella pedunculata","65","haplophrentis carinatus","1"
"144","louisella pedunculata","66","scenella amii","1"
"144","louisella pedunculata","67","burgessochaeta setigera","1"
"144","louisella pedunculata","68","canadia spinosa","1"
"144","louisella pedunculata","70","peronochaeta dubia","1"
"144","louisella pedunculata","71","stephanoscolex argutus","1"
"144","louisella pedunculata","83","aluta? sp.","1"
"144","louisella pedunculata","142","ancalagon minor","1"
"144","louisella pedunculata","143","fieldia lanceolata","1"
"144","louisella pedunculata","146","selkirkia columbia","1"
"144","louisella pedunculata","153","""ottoia"" tenuis","1"
"144","louisella pedunculata","162","oesia disjuncta","1"
"144","louisella pedunculata","166","portalia mira","1"
"145","ottoia prolifica","65","haplophrentis carinatus","3"
"145","ottoia prolifica","66","scenella amii","1"
"145","ottoia prolifica","67","burgessochaeta setigera","1"
"145","ottoia prolifica","68","canadia spinosa","1"
"145","ottoia prolifica","70","peronochaeta dubia","1"
"145","ottoia prolifica","71","stephanoscolex argutus","1"
"145","ottoia prolifica","83","aluta? sp.","1"
"145","ottoia prolifica","142","ancalagon minor","1"
"145","ottoia prolifica","143","fieldia lanceolata","1"
"145","ottoia prolifica","146","selkirkia columbia","1"
"145","ottoia prolifica","153","""ottoia"" tenuis","1"
"145","ottoia prolifica","162","oesia disjuncta","1"
"145","ottoia prolifica","166","portalia mira","1"
"146","selkirkia columbia","65","haplophrentis carinatus","1"
"146","selkirkia columbia","66","scenella amii","1"
"146","selkirkia columbia","67","burgessochaeta setigera","1"
"146","selkirkia columbia","68","canadia spinosa","1"
"146","selkirkia columbia","70","peronochaeta dubia","1"
"146","selkirkia columbia","71","stephanoscolex argutus","1"
"146","selkirkia columbia","83","aluta? sp.","1"
"146","selkirkia columbia","142","ancalagon minor","1"
"146","selkirkia columbia","143","fieldia lanceolata","1"
"146","selkirkia columbia","146","selkirkia columbia","1"
"146","selkirkia columbia","153","""ottoia"" tenuis","1"
"146","selkirkia columbia","162","oesia disjuncta","1"
"146","selkirkia columbia","166","portalia mira","1"
"147","eldonia ludwigi","25","zooplankton","1"
"148","echmatocrinus brachiatus","25","zooplankton","1"
"149","gogia radiata","25","zooplankton","1"
"150","walcottidiscus magister","25","zooplankton","1"
"151","walcottidiscus typicalis","25","zooplankton","1"
"152","chaunograptus scandens","25","zooplankton","1"
"153","""ottoia"" tenuis","25","zooplankton","1"
"155","pikaia gracilens","25","zooplankton","2"
"158","chancelloria eros","1","phytoplankton","2"
"158","chancelloria eros","25","zooplankton","2"
"159","dinomischus isolatus","3","suspended organic matter","1"
"159","dinomischus isolatus","25","zooplankton","1"
"160","nectocaris pteryx","65","haplophrentis carinatus","2"
"160","nectocaris pteryx","67","burgessochaeta setigera","2"
"160","nectocaris pteryx","68","canadia spinosa","2"
"160","nectocaris pteryx","70","peronochaeta dubia","2"
"160","nectocaris pteryx","71","stephanoscolex argutus","2"
"160","nectocaris pteryx","83","aluta? sp.","2"
"160","nectocaris pteryx","142","ancalagon minor","2"
"160","nectocaris pteryx","143","fieldia lanceolata","2"
"160","nectocaris pteryx","144","louisella pedunculata","2"
"160","nectocaris pteryx","153","""ottoia"" tenuis","2"
"160","nectocaris pteryx","162","oesia disjuncta","2"
"160","nectocaris pteryx","166","portalia mira","2"
"162","oesia disjuncta","25","zooplankton","2"
"166","portalia mira","25","zooplankton","1"
